Asset,TotalDebt,Equity,PaidUpCapital,Revenue,NetProfit,EarningPerShare,ROA,ROE,Period,Symbol
"270,723.62","223,839.08","46,884.54","2,973.09","36,630.84","9,596.18",3.22,4.13,22.80,2Q2559,ADVANC
"271,502.68","235,277.61","36,225.07","2,973.09","37,228.03","6,546.81",2.20,2.41,15.75,3Q2559,ADVANC
"275,670.35","232,962.02","42,708.33","2,973.10","41,461.43","6,474.11",2.17,2.37,16.40,4Q2559,ADVANC
"279,146.72","241,491.22","37,655.50","2,973.09","39,064.94","7,692.38",2.59,2.77,19.14,1Q2560,ADVANC
"281,350.42","236,504.76","44,845.65","2,973.09","39,250.73","7,214.94",2.42,2.57,17.49,2Q2560,ADVANC
"279,730.93","237,838.42","41,892.51","2,973.09","38,699.72","7,468.60",2.52,2.66,17.22,3Q2560,ADVANC
"284,067.35","233,640.57","50,426.79","2,973.10","41,456.40","7,702.01",2.59,2.73,16.69,4Q2560,ADVANC
"286,785.13","238,749.37","48,035.77","2,973.09","41,241.65","8,048.13",2.70,2.82,16.35,1Q2561,ADVANC
"282,764.95","226,696.32","56,068.63","2,973.09","42,383.63","8,024.02",2.70,2.82,15.42,2Q2561,ADVANC
"291,391.51","240,570.49","50,821.02","2,973.09","42,302.93","6,801.38",2.28,2.37,12.73,3Q2561,ADVANC
"290,504.99","232,836.40","57,668.58","2,973.10","44,788.47","6,840.57",2.30,2.35,12.61,4Q2561,ADVANC
"296,633.57","239,864.96","56,768.60","2,973.09","43,516.54","7,571.02",2.55,2.58,13.23,1Q2562,ADVANC
"287,607.41","223,078.03","64,529.38","2,973.18","44,243.03","7,754.45",2.60,2.65,12.79,2Q2562,ADVANC
"283,593.13","221,494.66","62,098.47","2,973.18","44,895.97","8,801.28",2.96,3.08,13.90,3Q2562,ADVANC
"289,669.12","220,274.95","69,394.17","2,973.18","49,084.64","7,065.77",2.38,2.47,10.75,4Q2562,ADVANC
"374,715.39","309,943.68","64,771.71","2,973.18","43,072.26","6,756.96",2.27,2.03,10.07,1Q2563,ADVANC
"368,074.03","296,377.57","71,696.47","2,973.55","42,531.92","7,000.55",2.36,1.88,10.26,2Q2563,ADVANC
"353,797.41","285,170.84","68,626.57","2,973.55","42,252.60","6,514.75",2.19,1.80,9.29,3Q2563,ADVANC
"350,170.58","274,481.21","75,689.37","2,973.55","45,863.53","7,165.00",2.41,2.04,9.93,4Q2563,ADVANC
"363,733.31","292,075.99","71,657.32","2,973.55","46,083.67","6,644.52",2.23,1.86,9.02,1Q2564,ADVANC
"369,646.01","290,975.70","78,670.31","2,973.93","43,381.07","7,041.26",2.37,1.92,9.37,2Q2564,ADVANC
"356,520.80","281,677.93","74,842.87","2,973.93","42,555.36","6,374.62",2.15,1.76,8.30,3Q2564,ADVANC
"356,221.74","274,397.22","81,824.52","2,973.93","50,585.43","6,864.07",2.30,1.93,8.76,4Q2564,ADVANC
"355,783.44","280,046.43","75,737.01","2,973.93","45,488.15","6,311.54",2.12,1.77,8.01,1Q2565,ADVANC
"349,517.28","267,115.76","82,401.52","2,974.21","45,553.74","6,305.71",2.12,1.79,7.97,2Q2565,ADVANC
"345,370.17","267,156.57","78,213.60","2,974.21","46,341.90","6,032.66",2.03,1.74,7.51,3Q2565,ADVANC
"337,043.66","251,227.31","85,816.35","2,974.21","48,759.13","7,363.99",2.48,2.16,8.98,4Q2565,ADVANC
"45,433.85","39,020.56","6,413.29",250.00,"2,606.07",286.90,1.15,0.64,4.58,1Q2556,AEONTS
"46,180.39","39,661.33","6,519.06",250.00,"2,695.52",368.56,1.47,0.80,5.70,2Q2556,AEONTS
"48,493.66","41,775.82","6,717.85",250.00,"2,811.85",555.07,1.95,1.17,8.39,3Q2556,AEONTS
"51,013.25","43,755.22","7,258.04",250.00,"3,001.20",545.90,2.18,1.10,7.81,4Q2556,AEONTS
"53,072.10","45,246.54","7,825.56",250.00,"3,193.61",568.66,2.27,1.09,7.54,1Q2557,AEONTS
"55,909.80","47,857.10","8,052.70",250.00,"3,521.68",684.05,2.74,1.26,8.62,2Q2557,AEONTS
"58,236.88","49,939.83","8,297.05",250.00,"3,666.74",642.13,2.57,1.13,7.85,3Q2557,AEONTS
"60,636.58","51,729.13","8,907.45",250.00,"3,734.41",606.62,2.43,1.02,7.05,4Q2557,AEONTS
"62,655.71","53,165.77","9,489.94",250.00,"3,701.35",586.10,2.35,0.95,6.37,1Q2558,AEONTS
"63,539.82","53,840.91","9,698.91",250.00,"3,861.44",673.96,2.70,1.07,7.02,2Q2558,AEONTS
"64,716.69","54,852.94","9,863.76",250.00,"3,947.10",568.31,2.27,0.89,5.81,3Q2558,AEONTS
"64,392.07","53,947.25","10,444.82",250.00,"3,945.36",588.18,2.36,0.91,5.79,4Q2558,AEONTS
"65,208.53","54,247.77","10,960.75",250.00,"3,860.27",523.42,2.09,0.81,4.89,1Q2559,AEONTS
"68,146.40","56,849.13","11,297.28",250.00,"4,003.27",732.75,2.93,1.10,6.58,2Q2559,AEONTS
"69,731.19","58,265.82","11,465.37",250.00,"4,082.19",555.36,2.20,0.81,4.88,3Q2559,AEONTS
"70,721.00","58,615.85","12,105.16",250.00,"3,784.88",647.97,2.57,0.92,5.50,4Q2559,AEONTS
"73,566.91","60,803.83","12,763.08",250.00,"4,000.99",521.29,2.06,0.72,4.19,1Q2560,AEONTS
"73,893.63","61,020.46","12,873.17",250.00,"4,120.55",575.98,2.29,0.78,4.49,2Q2560,AEONTS
"73,522.68","60,592.15","12,930.52",250.00,"4,026.08",481.98,1.92,0.65,3.74,3Q2560,AEONTS
"72,638.32","58,865.44","13,772.88",250.00,"3,965.37",838.82,3.34,1.15,6.28,4Q2560,AEONTS
"71,745.90","57,382.79","14,363.12",250.00,"4,021.27",619.72,2.47,0.86,4.41,1Q2561,AEONTS
"76,442.35","61,883.65","14,558.70",250.00,"4,170.60",675.28,2.68,0.91,4.67,2Q2561,AEONTS
"80,206.58","65,307.74","14,898.84",250.00,"4,313.55",758.85,3.00,0.97,5.15,3Q2561,AEONTS
"80,771.40","64,949.60","15,821.80",250.00,"4,477.16",940.55,3.71,1.17,6.12,4Q2561,AEONTS
"82,105.48","65,158.02","16,947.46",250.00,"4,613.04",938.01,3.71,1.15,5.72,1Q2562,AEONTS
"84,404.25","67,110.68","17,293.58",250.00,"4,682.96",873.62,3.45,1.05,5.10,2Q2562,AEONTS
"86,355.97","68,789.30","17,566.67",250.00,"4,782.50",916.90,3.60,1.07,5.26,3Q2562,AEONTS
"87,121.54","68,733.17","18,388.36",250.00,"4,831.10",838.08,3.27,0.97,4.66,4Q2562,AEONTS
"90,844.05","71,469.85","19,374.20",250.00,"5,002.22","1,016.81",3.95,1.14,5.39,1Q2563,AEONTS
"92,240.76","72,534.05","19,706.71",250.00,"5,145.41",977.88,3.77,1.07,5.00,2Q2563,AEONTS
"94,547.07","74,270.54","20,276.53",250.00,"5,206.90","1,027.11",3.96,1.10,5.14,3Q2563,AEONTS
"95,395.61","74,270.46","21,125.15",250.00,"6,330.93","1,098.43",4.22,1.16,5.31,4Q2563,AEONTS
"88,632.78","73,779.06","14,853.73",250.00,"5,405.66",454.91,2.12,0.49,2.53,1Q2564,AEONTS
"87,264.76","71,921.21","15,343.55",250.00,"5,059.00",929.28,3.87,1.06,6.15,2Q2564,AEONTS
"87,492.99","71,563.42","15,929.58",250.00,"4,693.30","1,035.51",4.04,1.19,6.62,3Q2564,AEONTS
"87,388.50","70,008.84","17,379.66",250.00,"4,664.57","1,260.33",4.73,1.44,7.57,4Q2564,AEONTS
"89,349.90","70,296.96","19,052.94",250.00,"14,258.26","2,636.64",10.57,2.98,14.47,3Q2565,AEONTS
"90,469.39","70,205.43","20,263.96",250.00,"4,789.97",937.25,3.64,1.04,4.77,4Q2565,AEONTS
"93,092.04","71,379.29","21,712.75",250.00,"4,994.24","1,158.76",4.46,1.26,5.52,1Q2566,AEONTS
"95,489.55","73,477.72","22,011.83",250.00,"5,064.96",931.28,3.61,0.99,4.26,2Q2566,AEONTS
"96,164.03","73,849.00","22,315.03",250.00,"5,113.86","1,135.25",4.42,1.18,5.12,3Q2566,AEONTS
"1,077.46",100.34,977.11,455.74,332.23,6.56,0.14,0.61,0.67,1Q2556,AFC
"1,083.62",96.50,987.12,455.74,255.28,8.78,0.20,0.81,0.89,2Q2556,AFC
"1,080.21",97.06,983.15,455.74,303.13,-4.46,-0.10,-0.41,-0.45,3Q2556,AFC
"1,073.25",91.32,981.93,455.74,209.16,-2.43,-0.05,-0.23,-0.25,4Q2556,AFC
"1,073.80",126.11,947.69,455.74,255.95,0.33,0.01,0.03,0.03,1Q2557,AFC
"1,142.48",186.95,955.53,455.74,243.76,7.17,0.15,0.65,0.75,2Q2557,AFC
"1,176.14",216.72,959.42,455.74,333.52,4.61,0.11,0.40,0.48,3Q2557,AFC
"1,250.94",166.38,"1,084.56",455.74,298.47,1.95,0.04,0.16,0.19,4Q2557,AFC
"1,270.02",198.10,"1,071.91",455.74,242.70,-13.03,-0.29,-1.03,-1.21,1Q2558,AFC
"1,212.57",152.75,"1,059.82",455.74,229.94,-12.67,-0.27,-1.02,-1.19,2Q2558,AFC
"1,224.89",183.71,"1,041.18",455.74,200.44,-19.27,-0.42,-1.58,-1.83,3Q2558,AFC
"1,194.17",155.32,"1,038.85",455.74,205.07,-7.25,-0.16,-0.60,-0.70,4Q2558,AFC
"1,206.21",163.76,"1,042.44",455.74,203.00,3.18,0.07,0.27,0.31,1Q2559,AFC
"1,173.75",142.75,"1,031.01",455.74,174.31,-11.27,-0.25,-0.95,-1.09,2Q2559,AFC
"1,183.74",151.30,"1,032.43",455.74,182.37,1.09,0.02,0.09,0.11,3Q2559,AFC
"1,181.86",152.87,"1,028.99",455.74,209.48,-4.95,-0.11,-0.42,-0.48,4Q2559,AFC
"1,191.34",156.19,"1,035.15",455.74,186.63,5.74,0.13,0.48,0.56,1Q2560,AFC
"1,196.06",158.60,"1,037.46",455.74,194.53,2.21,0.05,0.18,0.21,2Q2560,AFC
"1,209.65",164.64,"1,045.01",455.74,232.85,7.10,0.16,0.59,0.68,3Q2560,AFC
"1,408.35",199.95,"1,208.41",455.74,209.05,-6.72,-0.15,-0.51,-0.60,4Q2560,AFC
"1,501.53",293.54,"1,207.99",455.74,238.14,-0.91,-0.02,-0.06,-0.08,1Q2561,AFC
"1,449.95",238.37,"1,211.59",455.74,244.06,3.08,0.07,0.21,0.25,2Q2561,AFC
"1,437.95",233.01,"1,204.94",455.74,243.78,-7.05,-0.15,-0.49,-0.58,3Q2561,AFC
"1,411.15",193.95,"1,217.20",455.74,277.01,4.45,0.10,0.31,0.37,4Q2561,AFC
"1,438.57",215.20,"1,223.36",455.74,238.89,5.65,0.12,0.40,0.46,1Q2562,AFC
"1,394.16",186.37,"1,207.79",455.74,226.94,-16.13,-0.35,-1.14,-1.33,2Q2562,AFC
"1,397.15",195.42,"1,201.73",455.74,197.52,-6.77,-0.15,-0.49,-0.56,3Q2562,AFC
"1,398.13",204.78,"1,193.35",455.74,206.80,-3.88,-0.09,-0.28,-0.32,4Q2562,AFC
"1,392.97",211.38,"1,181.59",455.74,151.18,-11.31,-0.25,-0.81,-0.95,1Q2563,AFC
"1,348.02",187.79,"1,160.23",455.74,145.73,-21.95,-0.48,-1.60,-1.87,2Q2563,AFC
"1,374.35",212.43,"1,161.92",455.74,197.22,1.20,0.03,0.09,0.10,3Q2563,AFC
"1,466.87",302.01,"1,164.86",455.74,90.59,-10.67,-0.24,-0.75,-0.92,4Q2563,AFC
"1,381.40",221.08,"1,160.32",455.74,141.51,-1.54,-0.03,-0.11,-0.13,1Q2564,AFC
"1,366.94",212.13,"1,154.81",455.74,140.80,-0.46,-0.01,-0.03,-0.04,2Q2564,AFC
"1,423.83",242.41,"1,181.42",455.74,253.73,23.58,0.51,1.69,2.02,3Q2564,AFC
"1,460.81",257.40,"1,203.42",455.74,246.48,24.75,0.55,1.72,2.08,4Q2564,AFC
"1,503.07",294.70,"1,208.36",455.74,494.45,4.94,0.11,0.33,0.41,2Q2565,AFC
"1,547.60",331.47,"1,216.13",455.74,260.43,7.96,0.17,0.52,0.66,3Q2565,AFC
"1,562.14",333.20,"1,228.94",455.74,201.94,-5.38,-0.12,-0.35,-0.44,1Q2566,AFC
"1,523.83",346.17,"1,177.66",455.74,178.61,-44.90,-0.98,-2.91,-3.73,2Q2566,AFC
"3,309.25","2,111.22","1,198.03",331.67,"1,024.98",64.21,0.05,1.96,5.56,1Q2556,AGE
"3,503.30","2,274.27","1,229.03",331.67,"1,687.72",24.88,0.02,0.73,2.05,2Q2556,AGE
"3,342.27","2,099.27","1,243.01",332.27,"1,065.95",13.38,0.01,0.39,1.08,3Q2556,AGE
"3,762.71","2,520.40","1,242.31",332.27,"1,279.74",-7.03,-0.01,-0.20,-0.57,4Q2556,AGE
"3,333.40","2,025.18","1,308.22",347.80,"1,871.61",31.75,0.02,0.89,2.49,1Q2557,AGE
"3,546.32","2,229.42","1,316.90",382.58,"1,737.33",10.94,0.01,0.32,0.83,2Q2557,AGE
"3,396.87","2,079.90","1,316.97",382.58,"1,603.54",0.21,0.00,0.01,0.02,3Q2557,AGE
"3,293.97","2,054.78","1,239.19",382.58,"1,410.89",-79.33,-0.05,-2.37,-6.21,4Q2557,AGE
"3,159.73","1,911.75","1,247.98",382.58,"1,374.25",6.48,0.00,0.20,0.52,1Q2558,AGE
"3,278.34","2,003.81","1,274.54",412.03,981.97,26.86,0.02,0.83,2.13,2Q2558,AGE
"3,179.99","1,828.07","1,351.93",412.03,"1,222.82",72.32,0.04,2.24,5.51,3Q2558,AGE
"2,707.71","1,360.13","1,347.58",412.03,671.52,3.02,0.00,0.10,0.22,4Q2558,AGE
"2,759.80","1,397.88","1,361.93",412.03,946.48,14.07,0.01,0.51,1.04,1Q2559,AGE
"2,837.56","1,527.22","1,310.34",412.03,"1,061.75",29.18,0.02,1.04,2.18,2Q2559,AGE
"2,882.63","1,555.41","1,327.22",412.03,"1,138.02",17.44,0.01,0.61,1.32,3Q2559,AGE
"4,090.08","2,670.20","1,419.88",412.03,"1,512.41",92.55,0.06,2.65,6.74,4Q2559,AGE
"3,922.62","2,494.25","1,428.37",412.03,"1,260.14",10.87,0.01,0.27,0.76,1Q2560,AGE
"4,483.52","3,138.03","1,345.49",412.03,"1,365.35",33.37,0.02,0.79,2.41,2Q2560,AGE
"4,541.84","3,146.77","1,395.08",412.03,"2,041.82",49.80,0.03,1.10,3.63,3Q2560,AGE
"4,180.90","2,763.32","1,417.58",412.03,"1,282.03",27.59,0.02,0.63,1.96,4Q2560,AGE
"4,304.55","2,852.68","1,451.87",412.03,"1,592.77",32.70,0.02,0.77,2.28,1Q2561,AGE
"4,978.37","3,481.77","1,496.60",453.23,"2,050.20",47.29,0.03,1.02,3.21,2Q2561,AGE
"5,042.64","3,532.48","1,510.15",453.23,"2,238.89",14.92,0.01,0.30,0.99,3Q2561,AGE
"4,934.97","3,391.38","1,543.59",453.23,"2,028.86",36.47,0.02,0.73,2.39,4Q2561,AGE
"4,727.38","3,098.14","1,629.24",453.23,"1,653.31",81.65,0.08,1.69,5.15,1Q2562,AGE
"4,261.69","2,563.52","1,698.17",483.45,"1,720.46",72.98,-0.00,1.62,4.39,2Q2562,AGE
"4,494.62","2,712.43","1,782.20",483.45,"1,410.42",86.00,0.04,1.96,4.94,3Q2562,AGE
"4,732.08","2,916.46","1,815.62",483.45,"1,425.33",35.35,0.02,0.77,1.97,4Q2562,AGE
"5,338.34","3,485.13","1,853.21",483.45,"2,049.01",42.15,0.04,0.84,2.30,1Q2563,AGE
"4,847.37","3,157.91","1,689.46",483.45,"1,345.66",11.04,0.01,0.22,0.62,2Q2563,AGE
"5,482.72","3,701.93","1,780.80",483.45,"2,100.43",93.07,0.10,1.80,5.36,3Q2563,AGE
"5,410.62","3,545.50","1,865.12",483.45,"2,430.58",82.64,0.08,1.52,4.53,4Q2563,AGE
"6,778.06","4,794.33","1,983.74",483.45,"2,856.22",121.63,0.13,2.00,6.32,1Q2564,AGE
"6,756.93","4,849.59","1,907.34",483.45,"2,963.62",1.14,0.00,0.02,0.06,2Q2564,AGE
"7,660.82","5,479.35","2,181.47",483.45,"3,551.42",167.59,0.17,2.32,8.20,3Q2564,AGE
"6,809.56","4,004.76","2,804.80",483.45,"3,716.99",314.67,0.29,4.35,12.62,1Q2565,AGE
"9,423.94","6,511.00","2,912.94",543.88,"4,556.24",315.05,0.29,3.88,11.02,2Q2565,AGE
"9,351.66","6,129.29","3,222.37",543.88,"5,361.61",316.86,0.29,3.38,10.33,3Q2565,AGE
"8,975.97","5,633.71","3,342.25",543.88,"5,221.42",302.04,0.28,3.30,9.20,4Q2565,AGE
"13,911.61","8,729.30","5,182.31",268.87,"4,685.18",283.76,0.99,2.05,5.61,1Q2556,AH
"13,779.43","8,410.29","5,369.14",322.58,"4,047.30",189.45,0.67,1.37,3.59,2Q2556,AH
"13,248.98","7,829.68","5,419.30",322.58,"3,927.10",149.97,0.45,1.11,2.78,3Q2556,AH
"12,579.19","7,108.58","5,470.61",322.58,"4,338.79",11.19,-0.06,0.09,0.21,4Q2556,AH
"12,659.35","7,064.90","5,594.45",322.58,"3,691.61",154.02,0.47,1.22,2.78,1Q2557,AH
"12,627.42","6,960.25","5,667.17",322.58,"3,868.67",107.19,0.32,0.85,1.90,2Q2557,AH
"12,179.34","6,517.50","5,661.84",322.58,"4,038.79",92.28,0.25,0.74,1.63,3Q2557,AH
"12,082.36","6,400.96","5,681.39",322.58,"3,597.38",32.89,0.10,0.27,0.58,4Q2557,AH
"12,095.89","6,316.70","5,779.19",322.58,"3,757.89",100.25,0.29,0.83,1.75,1Q2558,AH
"11,955.01","6,139.56","5,815.44",322.58,"3,574.43",40.49,0.11,0.34,0.70,2Q2558,AH
"11,791.89","5,881.34","5,910.55",322.58,"3,671.88",112.35,0.33,0.95,1.92,3Q2558,AH
"11,507.07","5,524.23","5,982.84",322.58,"3,989.51",85.21,0.24,0.73,1.43,4Q2558,AH
"11,720.26","5,605.57","6,114.69",322.58,"3,909.78",156.00,0.45,1.34,2.58,1Q2559,AH
"11,640.51","5,508.61","6,131.90",322.58,"3,680.59",132.58,0.39,1.14,2.17,2Q2559,AH
"11,179.18","5,078.58","6,100.60",322.58,"3,619.29",132.44,0.41,1.16,2.17,3Q2559,AH
"11,113.33","4,877.20","6,236.13",322.58,"3,929.27",148.51,0.45,1.33,2.41,4Q2559,AH
"11,395.54","4,881.17","6,514.36",322.58,"3,946.12",227.79,0.71,2.02,3.57,1Q2560,AH
"14,656.89","7,930.23","6,726.66",322.58,"3,755.60",323.23,0.99,2.48,4.88,2Q2560,AH
"14,894.96","8,102.21","6,792.75",322.58,"4,284.46",248.01,0.77,1.68,3.67,3Q2560,AH
"14,720.51","7,537.75","7,182.76",322.58,"4,496.05",382.78,1.19,2.59,5.48,4Q2560,AH
"15,021.05","7,447.33","7,573.73",322.58,"4,496.36",401.70,1.25,2.70,5.44,1Q2561,AH
"15,220.24","7,545.38","7,674.86",322.58,"4,248.47",314.07,0.97,2.08,4.12,2Q2561,AH
"15,977.26","8,381.26","7,595.99",322.58,"4,416.45",322.55,0.95,2.07,4.22,3Q2561,AH
"17,891.21","9,944.58","7,946.63",322.58,"4,576.34",303.79,0.93,1.79,3.91,4Q2561,AH
"19,030.34","10,648.01","8,382.33",322.58,"4,478.59",216.06,0.68,1.17,2.65,1Q2562,AH
"18,986.62","10,783.19","8,203.43",322.58,"4,758.51",138.35,0.45,0.73,1.67,2Q2562,AH
"18,508.65","10,122.34","8,386.31",322.58,"4,452.30",205.44,0.64,1.10,2.48,3Q2562,AH
"21,245.91","13,766.33","7,479.58",322.58,"5,614.64",-727.50,-2.34,-3.66,-9.17,4Q2562,AH
"23,070.72","15,305.54","7,765.18",322.58,"5,018.73",321.53,0.99,1.45,4.22,1Q2563,AH
"20,792.30","13,779.43","7,012.87",322.58,"2,129.43",-624.56,-1.92,-2.85,-8.45,2Q2563,AH
"22,548.65","14,909.97","7,638.68",322.58,"4,845.05",310.92,0.94,1.43,4.24,3Q2563,AH
"22,346.05","14,604.77","7,741.29",322.58,"5,838.89",155.20,0.45,0.69,2.02,4Q2563,AH
"23,137.66","14,916.63","8,221.03",322.58,"5,739.05",413.43,1.16,1.82,5.18,1Q2564,AH
"23,151.24","14,625.55","8,525.69",354.84,"4,977.91",250.59,0.70,1.08,2.99,2Q2564,AH
"23,201.38","14,390.31","8,811.07",354.84,"4,183.60",231.58,0.66,1.00,2.67,3Q2564,AH
"22,722.49","13,907.70","8,814.80",354.84,"6,066.66",141.83,0.36,0.62,1.61,4Q2564,AH
"23,771.95","14,469.05","9,302.91",354.84,"6,815.29",409.01,1.13,1.76,4.52,1Q2565,AH
"24,308.49","14,838.47","9,470.02",354.84,"6,341.79",414.20,1.16,1.72,4.41,2Q2565,AH
"25,485.43","15,630.79","9,854.64",354.84,"7,550.00",609.06,1.69,2.45,6.30,3Q2565,AH
"25,469.03","15,539.54","9,929.49",354.84,"7,641.01",414.70,1.16,1.63,4.19,4Q2565,AH
"1,269.41",194.13,"1,075.28",125.00,328.49,40.06,0.32,3.27,3.83,1Q2556,AHC
"1,225.87",186.24,"1,039.64",149.91,340.90,43.09,0.23,3.45,4.07,2Q2556,AHC
"1,271.49",186.28,"1,085.22",149.91,377.03,62.11,0.42,4.97,5.85,3Q2556,AHC
"1,304.99",179.07,"1,125.92",149.91,349.04,45.24,0.30,3.51,4.09,4Q2556,AHC
"1,403.65",225.71,"1,177.94",149.91,377.27,45.20,0.30,3.34,3.92,1Q2557,AHC
"1,373.30",236.95,"1,136.35",149.91,362.17,36.20,0.24,2.61,3.13,2Q2557,AHC
"1,445.51",238.40,"1,207.11",149.91,404.99,60.62,0.41,4.30,5.17,3Q2557,AHC
"1,454.12",214.27,"1,239.85",149.91,380.09,39.67,0.26,2.74,3.24,4Q2557,AHC
"1,541.07",233.32,"1,307.75",149.91,396.38,54.57,0.36,3.64,4.28,1Q2558,AHC
"1,483.82",236.36,"1,247.46",149.91,378.75,37.39,0.25,2.47,2.93,2Q2558,AHC
"1,508.42",236.95,"1,271.47",149.91,377.35,29.34,0.20,1.96,2.33,3Q2558,AHC
"1,551.71",222.13,"1,329.58",149.91,378.81,38.91,0.26,2.54,2.99,4Q2558,AHC
"1,648.12",253.36,"1,394.77",149.91,411.78,58.79,0.39,3.67,4.32,1Q2559,AHC
"1,587.32",241.07,"1,346.24",149.91,368.58,31.57,0.21,1.95,2.30,2Q2559,AHC
"1,647.32",253.85,"1,393.47",149.91,429.95,57.90,0.39,3.58,4.23,3Q2559,AHC
"1,712.71",279.03,"1,433.68",149.91,409.85,34.29,0.23,2.04,2.43,4Q2559,AHC
"1,717.36",262.74,"1,454.62",149.91,380.84,30.54,0.20,1.78,2.11,1Q2560,AHC
"1,624.57",262.49,"1,362.09",149.91,369.01,12.31,0.08,0.74,0.87,2Q2560,AHC
"1,704.66",292.32,"1,412.34",149.91,430.70,43.32,0.29,2.60,3.12,3Q2560,AHC
"1,756.98",300.81,"1,456.17",149.91,403.46,41.70,0.28,2.41,2.91,4Q2560,AHC
"1,801.43",280.65,"1,520.78",149.91,414.58,50.74,0.34,2.85,3.41,1Q2561,AHC
"1,767.84",275.95,"1,491.88",149.91,405.07,29.41,0.19,1.65,1.95,2Q2561,AHC
"1,812.40",285.45,"1,526.95",149.91,436.50,33.20,0.23,1.85,2.20,3Q2561,AHC
"1,850.06",298.69,"1,551.38",149.91,415.61,27.36,0.18,1.49,1.78,4Q2561,AHC
"1,848.65",265.34,"1,583.32",149.91,416.64,30.04,0.20,1.62,1.92,1Q2562,AHC
"1,835.39",281.72,"1,553.67",149.91,430.71,37.04,0.25,2.01,2.36,2Q2562,AHC
"1,889.10",287.64,"1,601.46",149.91,459.60,56.05,0.37,3.01,3.55,3Q2562,AHC
"1,905.74",286.00,"1,619.73",149.91,389.82,10.01,0.07,0.53,0.62,4Q2562,AHC
"1,862.39",264.27,"1,598.12",149.91,385.74,14.93,0.10,0.79,0.93,1Q2563,AHC
"1,783.87",227.08,"1,556.79",149.91,311.91,7.27,0.05,0.40,0.46,2Q2563,AHC
"1,828.15",245.91,"1,582.24",149.91,376.29,41.45,0.27,2.30,2.64,3Q2563,AHC
"1,900.92",303.19,"1,597.73",149.91,366.45,8.55,0.06,0.46,0.54,4Q2563,AHC
"1,897.08",284.83,"1,612.24",149.91,336.34,10.25,0.07,0.54,0.64,1Q2564,AHC
"1,905.57",290.82,"1,614.75",149.91,377.98,31.87,0.21,1.68,1.98,2Q2564,AHC
"2,171.44",413.59,"1,757.85",149.91,578.90,145.24,0.97,7.12,8.61,3Q2564,AHC
"2,329.22",475.04,"1,854.18",149.91,556.30,71.07,0.47,3.16,3.94,4Q2564,AHC
"2,399.38",440.19,"1,959.20",149.91,529.23,94.35,0.63,3.99,4.95,1Q2565,AHC
"2,332.46",414.00,"1,918.45",149.91,494.41,49.46,0.33,2.09,2.55,2Q2565,AHC
"2,444.80",420.33,"2,024.47",149.91,513.13,83.35,0.56,3.49,4.23,3Q2565,AHC
"2,466.40",399.37,"2,067.03",149.91,451.81,43.90,0.29,1.79,2.15,4Q2565,AHC
"3,455.78","1,821.42","1,634.36",500.00,"1,301.32",89.08,0.18,2.50,5.70,1Q2556,AI
"3,429.47","1,825.35","1,604.12",500.00,"1,380.51",139.68,0.28,4.06,8.63,2Q2556,AI
"3,615.35","1,855.08","1,760.27",500.00,"1,106.88",156.15,0.31,4.43,9.28,3Q2556,AI
"4,279.72",605.79,"3,673.93",500.00,"1,274.94",-120.74,-0.25,-3.06,-4.44,4Q2556,AI
"3,873.15","1,049.26","2,823.89",500.00,"1,549.04",149.91,0.23,3.68,4.61,1Q2557,AI
"4,089.38","1,222.53","2,866.85",500.00,"1,409.42",42.96,0.04,1.08,1.51,2Q2557,AI
"3,826.99",994.47,"2,832.52",500.00,"1,210.89",15.70,0.04,0.40,0.55,3Q2557,AI
"3,742.90",794.02,"2,948.88",500.00,"1,410.07",116.36,0.27,3.07,4.03,4Q2557,AI
"3,530.82",642.53,"2,888.28",500.00,929.82,-60.59,-0.07,-1.67,-2.08,1Q2558,AI
"3,691.46",801.60,"2,889.86",700.00,"1,130.26",23.81,0.07,0.66,0.82,2Q2558,AI
"3,570.96",637.63,"2,933.33",700.00,"1,087.99",43.48,0.02,1.20,1.49,3Q2558,AI
"3,632.72",561.59,"3,071.13",700.00,"1,233.82",137.80,0.04,3.83,4.59,4Q2558,AI
"3,965.72",807.30,"3,158.42",700.00,"1,414.86",84.98,0.03,2.24,2.73,1Q2559,AI
"3,789.24",745.23,"3,044.00",700.00,"1,497.78",137.58,0.04,3.55,4.44,2Q2559,AI
"3,471.04",385.40,"3,085.64",700.00,"1,001.37",41.63,0.02,1.15,1.36,3Q2559,AI
"3,525.14",392.50,"3,132.64",700.00,758.14,46.95,0.02,1.34,1.51,4Q2559,AI
"3,622.78",511.58,"3,111.21",700.00,762.64,-21.41,0.01,-0.60,-0.69,1Q2560,AI
"3,455.02",583.34,"2,871.68",700.00,902.71,12.47,0.01,0.35,0.42,2Q2560,AI
"3,381.54",490.03,"2,891.51",700.00,"1,030.87",159.83,0.04,4.68,5.55,3Q2560,AI
"3,183.66",218.46,"2,965.20",700.00,605.45,73.69,0.03,2.24,2.52,4Q2560,AI
"3,272.38",224.17,"3,048.21",700.00,690.20,80.15,0.03,2.48,2.67,1Q2561,AI
"3,261.48",224.87,"3,036.61",700.00,613.97,85.00,0.03,2.60,2.79,2Q2561,AI
"3,350.20",225.77,"3,124.43",700.00,692.13,87.81,0.03,2.66,2.85,3Q2561,AI
